date,participant,trial,block,trialID,trialType,isPrac,isStationary,
2022-03-14,ST_R,0,0,0,0,1,1,
2022-03-14,ST_R,1,0,1,0,1,1,
2022-03-14,ST_R,2,0,2,0,1,1,
2022-03-14,ST_R,3,0,3,0,1,1,
2022-03-14,ST_R,4,0,4,3,1,0,
2022-03-14,ST_R,5,0,5,3,1,0,
2022-03-14,ST_R,6,0,6,3,1,0,
2022-03-14,ST_R,7,0,7,3,1,0,
2022-03-14,ST_R,8,0,8,4,1,0,
2022-03-14,ST_R,9,0,9,4,1,0,
2022-03-14,ST_R,10,0,10,4,1,0,
2022-03-14,ST_R,11,0,11,4,1,0,
2022-03-14,ST_R,12,0,12,1,1,0,
2022-03-14,ST_R,13,0,13,1,1,0,
2022-03-14,ST_R,14,0,14,1,1,0,
2022-03-14,ST_R,15,0,15,1,1,0,
2022-03-14,ST_R,16,0,16,2,1,0,
2022-03-14,ST_R,17,0,17,2,1,0,
2022-03-14,ST_R,18,0,18,2,1,0,
2022-03-14,ST_R,19,0,19,2,1,0,
2022-03-14,ST_R,20,1,0,4,0,0,
2022-03-14,ST_R,21,1,1,4,0,0,
2022-03-14,ST_R,22,1,2,4,0,0,
2022-03-14,ST_R,23,1,3,4,0,0,
2022-03-14,ST_R,24,1,4,4,0,0,
2022-03-14,ST_R,25,1,5,4,0,0,
2022-03-14,ST_R,26,1,6,4,0,0,
2022-03-14,ST_R,27,1,7,4,0,0,
2022-03-14,ST_R,28,1,8,4,0,0,
2022-03-14,ST_R,29,1,9,4,0,0,
2022-03-14,ST_R,30,1,10,4,0,0,
2022-03-14,ST_R,31,1,11,4,0,0,
2022-03-14,ST_R,32,1,12,4,0,0,
2022-03-14,ST_R,33,1,13,4,0,0,
2022-03-14,ST_R,34,1,14,4,0,0,
2022-03-14,ST_R,35,1,15,4,0,0,
2022-03-14,ST_R,36,1,16,4,0,0,
2022-03-14,ST_R,37,1,17,4,0,0,
2022-03-14,ST_R,38,1,18,4,0,0,
2022-03-14,ST_R,39,1,19,4,0,0,
2022-03-14,ST_R,40,2,0,4,0,0,
2022-03-14,ST_R,41,2,1,4,0,0,
2022-03-14,ST_R,42,2,2,4,0,0,
2022-03-14,ST_R,43,2,3,4,0,0,
2022-03-14,ST_R,44,2,4,4,0,0,
2022-03-14,ST_R,45,2,5,4,0,0,
2022-03-14,ST_R,46,2,6,4,0,0,
2022-03-14,ST_R,47,2,7,4,0,0,
2022-03-14,ST_R,48,2,8,4,0,0,
2022-03-14,ST_R,49,2,9,4,0,0,
2022-03-14,ST_R,50,2,10,4,0,0,
2022-03-14,ST_R,51,2,11,4,0,0,
2022-03-14,ST_R,52,2,12,4,0,0,
2022-03-14,ST_R,53,2,13,4,0,0,
2022-03-14,ST_R,54,2,14,4,0,0,
2022-03-14,ST_R,55,2,15,4,0,0,
2022-03-14,ST_R,56,2,16,4,0,0,
2022-03-14,ST_R,57,2,17,4,0,0,
2022-03-14,ST_R,58,2,18,4,0,0,
2022-03-14,ST_R,59,2,19,4,0,0,
2022-03-14,ST_R,60,3,0,1,0,0,
2022-03-14,ST_R,61,3,1,1,0,0,
2022-03-14,ST_R,62,3,2,1,0,0,
2022-03-14,ST_R,63,3,3,1,0,0,
