date,participant,trial,t,trackedObject,axis,position,clickstate,
2021-11-08,mjd01,0,0,target,x,-3.515174,0
2021-11-08,mjd01,0,0,target,y,1.3,0
2021-11-08,mjd01,0,0,target,z,0.7956539,0
2021-11-08,mjd01,0,0,effector,x,-3.448614,0
2021-11-08,mjd01,0,0,effector,y,1.252653,0
2021-11-08,mjd01,0,0,effector,z,0.8086262,0
2021-11-08,mjd01,0,0,head,x,-3.215268,0
2021-11-08,mjd01,0,0,head,y,1.491195,0
2021-11-08,mjd01,0,0,head,z,0.795647,0
2021-11-08,mjd01,0,0.0109798,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0109798,target,y,1.3,0
2021-11-08,mjd01,0,0.0109798,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0109798,effector,x,-3.448476,0
2021-11-08,mjd01,0,0.0109798,effector,y,1.252694,0
2021-11-08,mjd01,0,0.0109798,effector,z,0.8090043,0
2021-11-08,mjd01,0,0.0109798,head,x,-3.215418,0
2021-11-08,mjd01,0,0.0109798,head,y,1.491101,0
2021-11-08,mjd01,0,0.0109798,head,z,0.7956053,0
2021-11-08,mjd01,0,0.0217393,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0217393,target,y,1.3,0
2021-11-08,mjd01,0,0.0217393,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0217393,effector,x,-3.448319,0
2021-11-08,mjd01,0,0.0217393,effector,y,1.252623,0
2021-11-08,mjd01,0,0.0217393,effector,z,0.8093808,0
2021-11-08,mjd01,0,0.0217393,head,x,-3.215545,0
2021-11-08,mjd01,0,0.0217393,head,y,1.490972,0
2021-11-08,mjd01,0,0.0217393,head,z,0.7956036,0
2021-11-08,mjd01,0,0.0331269,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0331269,target,y,1.3,0
2021-11-08,mjd01,0,0.0331269,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0331269,effector,x,-3.448181,0
2021-11-08,mjd01,0,0.0331269,effector,y,1.252532,0
2021-11-08,mjd01,0,0.0331269,effector,z,0.8096983,0
2021-11-08,mjd01,0,0.0331269,head,x,-3.215635,0
2021-11-08,mjd01,0,0.0331269,head,y,1.490945,0
2021-11-08,mjd01,0,0.0331269,head,z,0.7956535,0
2021-11-08,mjd01,0,0.0442065,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0442065,target,y,1.3,0
2021-11-08,mjd01,0,0.0442065,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0442065,effector,x,-3.448152,0
2021-11-08,mjd01,0,0.0442065,effector,y,1.251674,0
2021-11-08,mjd01,0,0.0442065,effector,z,0.8098321,0
2021-11-08,mjd01,0,0.0442065,head,x,-3.215761,0
2021-11-08,mjd01,0,0.0442065,head,y,1.490848,0
2021-11-08,mjd01,0,0.0442065,head,z,0.7956697,0
2021-11-08,mjd01,0,0.0554679,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0554679,target,y,1.3,0
2021-11-08,mjd01,0,0.0554679,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0554679,effector,x,-3.448157,0
2021-11-08,mjd01,0,0.0554679,effector,y,1.251432,0
2021-11-08,mjd01,0,0.0554679,effector,z,0.8100257,0
2021-11-08,mjd01,0,0.0554679,head,x,-3.215869,0
2021-11-08,mjd01,0,0.0554679,head,y,1.490802,0
2021-11-08,mjd01,0,0.0554679,head,z,0.7957064,0
2021-11-08,mjd01,0,0.0667729,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0667729,target,y,1.3,0
2021-11-08,mjd01,0,0.0667729,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0667729,effector,x,-3.448206,0
2021-11-08,mjd01,0,0.0667729,effector,y,1.251118,0
2021-11-08,mjd01,0,0.0667729,effector,z,0.8102732,0
2021-11-08,mjd01,0,0.0667729,head,x,-3.216003,0
2021-11-08,mjd01,0,0.0667729,head,y,1.490729,0
2021-11-08,mjd01,0,0.0667729,head,z,0.7957469,0
2021-11-08,mjd01,0,0.0776266,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0776266,target,y,1.3,0
2021-11-08,mjd01,0,0.0776266,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0776266,effector,x,-3.448552,0
2021-11-08,mjd01,0,0.0776266,effector,y,1.25082,0
2021-11-08,mjd01,0,0.0776266,effector,z,0.8103397,0
2021-11-08,mjd01,0,0.0776266,head,x,-3.21613,0
2021-11-08,mjd01,0,0.0776266,head,y,1.490655,0
2021-11-08,mjd01,0,0.0776266,head,z,0.7957789,0
2021-11-08,mjd01,0,0.0888559,target,x,-3.515174,0
2021-11-08,mjd01,0,0.0888559,target,y,1.3,0
2021-11-08,mjd01,0,0.0888559,target,z,0.7956539,0
2021-11-08,mjd01,0,0.0888559,effector,x,-3.448688,0
2021-11-08,mjd01,0,0.0888559,effector,y,1.250552,0
2021-11-08,mjd01,0,0.0888559,effector,z,0.8105133,0
2021-11-08,mjd01,0,0.0888559,head,x,-3.216223,0
2021-11-08,mjd01,0,0.0888559,head,y,1.490652,0
2021-11-08,mjd01,0,0.0888559,head,z,0.7958745,0
2021-11-08,mjd01,0,0.1001668,target,x,-3.515174,0
2021-11-08,mjd01,0,0.1001668,target,y,1.3,0
2021-11-08,mjd01,0,0.1001668,target,z,0.7956539,0
2021-11-08,mjd01,0,0.1001668,effector,x,-3.44919,0
2021-11-08,mjd01,0,0.1001668,effector,y,1.250448,0
2021-11-08,mjd01,0,0.1001668,effector,z,0.810607,0
2021-11-08,mjd01,0,0.1001668,head,x,-3.216357,0
2021-11-08,mjd01,0,0.1001668,head,y,1.490639,0
2021-11-08,mjd01,0,0.1001668,head,z,0.7959317,0
2021-11-08,mjd01,0,0.1109421,target,x,-3.515174,0
2021-11-08,mjd01,0,0.1109421,target,y,1.3,0
2021-11-08,mjd01,0,0.1109421,target,z,0.7956539,0
2021-11-08,mjd01,0,0.1109421,effector,x,-3.44943,0
2021-11-08,mjd01,0,0.1109421,effector,y,1.250161,0
2021-11-08,mjd01,0,0.1109421,effector,z,0.8107431,0
2021-11-08,mjd01,0,0.1109421,head,x,-3.216485,0
2021-11-08,mjd01,0,0.1109421,head,y,1.490648,0
2021-11-08,mjd01,0,0.1109421,head,z,0.7959863,0
2021-11-08,mjd01,0,0.1220334,target,x,-3.515174,0
2021-11-08,mjd01,0,0.1220334,target,y,1.3,0
2021-11-08,mjd01,0,0.1220334,target,z,0.7956539,0
2021-11-08,mjd01,0,0.1220334,effector,x,-3.449568,0
2021-11-08,mjd01,0,0.1220334,effector,y,1.24962,0
